year,fixture_id,round,home_team,away_team,home_goals,away_goals,home_team_odds,draw_odds,away_team_odds,favourite_team,favourite_odds,outsider_team,outsider_odds,result,result_entity,result_team,result_odds,bookie_correct
2006,64,Final,Italy ,France,1,1,2.54,2.81,3.24,Italy ,2.54,France,3.24,draw,draw,Draw,2.81,FALSE
2010,1,1,South Africa,Mexico,1,1,2.96,3.13,2.57,Mexico,2.57,South Africa,2.96,draw,draw,Draw,3.13,FALSE
2010,2,1,Uruguay,France,0,0,3.57,3.15,2.21,France,2.21,Uruguay,3.57,draw,draw,Draw,3.15,FALSE
2010,3,1,South Korea,Greece,2,0,2.72,3.01,2.87,South Korea,2.72,Greece,2.87,home,favourite,South Korea,2.72,TRUE
2010,4,1,Argentina,Nigeria,1,0,1.39,4.58,8.96,Argentina,1.39,Nigeria,8.96,home,favourite,Argentina,1.39,TRUE
2010,5,1,England,USA,1,1,1.51,4.12,7.00,England,1.51,USA,7,draw,draw,Draw,4.12,FALSE
2010,6,1,Algeria,Slovenia,0,1,3.73,3.14,2.14,Slovenia,2.14,Algeria,3.73,away,favourite,Slovenia,2.14,TRUE
2010,7,1,Serbia,Ghana,0,1,2.01,3.22,4.07,Serbia,2.01,Ghana,4.07,away,outsider,Ghana,4.07,FALSE
2010,8,1,Germany,Australia,4,0,1.52,3.89,7.34,Germany,1.52,Australia,7.34,home,favourite,Germany,1.52,TRUE
2010,9,1,Netherlands,Denmark,2,0,1.51,4.01,7.30,Netherlands,1.51,Denmark,7.3,home,favourite,Netherlands,1.51,TRUE
2010,10,1,Japan,Cameroon,1,0,3.66,3.12,2.19,Cameroon,2.19,Japan,3.66,home,outsider,Japan,3.66,FALSE
2010,11,1,Italy,Paraguay,1,1,2.18,3.04,3.82,Italy,2.18,Paraguay,3.82,draw,draw,Draw,3.04,FALSE
2010,12,1,New Zealand,Slovakia,1,1,7.65,3.94,1.50,Slovakia,1.5,New Zealand,7.65,draw,draw,Draw,3.94,FALSE
2010,13,1,Ivory Coast,Portugal,0,0,3.96,3.20,2.06,Portugal,2.06,Ivory Coast,3.96,draw,draw,Draw,3.2,FALSE
2010,14,1,Brazil,North Korea,2,1,1.10,9.61,32.67,Brazil,1.1,North Korea,32.67,home,favourite,Brazil,1.1,TRUE
2010,15,1,Honduras,Chile,0,1,5.81,3.46,1.70,Chile,1.7,Honduras,5.81,away,favourite,Chile,1.7,TRUE
2010,16,1,Spain,Switzerland,0,1,1.27,5.30,14.32,Spain,1.27,Switzerland,14.32,away,outsider,Switzerland,14.32,FALSE
2010,17,2,South Africa,Uruguay,0,3,3.37,3.02,2.38,Uruguay,2.38,South Africa,3.37,away,favourite,Uruguay,2.38,TRUE
2010,18,2,Argentina,South Korea,4,1,1.51,3.87,7.59,Argentina,1.51,South Korea,7.59,home,favourite,Argentina,1.51,TRUE
2010,19,2,Greece,Nigeria,2,1,3.79,3.18,2.12,Nigeria,2.12,Greece,3.79,home,outsider,Greece,3.79,FALSE
2010,20,2,France,Mexico,0,2,2.09,3.15,3.95,France,2.09,Mexico,3.95,away,outsider,Mexico,3.95,FALSE
2010,21,2,Germany,Serbia,0,1,1.64,3.65,5.74,Germany,1.64,Serbia,5.74,away,outsider,Serbia,5.74,FALSE
2010,22,2,Slovenia,USA,2,2,3.75,3.22,2.12,USA,2.12,Slovenia,3.75,draw,draw,Draw,3.22,FALSE
2010,23,2,England,Algeria,0,0,1.23,5.88,15.98,England,1.23,Algeria,15.98,draw,draw,Draw,5.88,FALSE
2010,24,2,Netherlands,Japan,1,0,1.44,4.16,8.95,Netherlands,1.44,Japan,8.95,home,favourite,Netherlands,1.44,TRUE
2010,25,2,Ghana,Australia,1,1,2.37,3.15,3.23,Ghana,2.37,Australia,3.23,draw,draw,Draw,3.15,FALSE
2010,26,2,Cameroon,Denmark,1,2,2.89,3.20,2.57,Denmark,2.57,Cameroon,2.89,away,favourite,Denmark,2.57,TRUE
2010,27,2,Slovakia,Paraguay,0,2,3.87,3.24,2.07,Paraguay,2.07,Slovakia,3.87,away,favourite,Paraguay,2.07,TRUE
2010,28,2,Italy,New Zealand,1,1,1.22,5.89,16.73,Italy,1.22,New Zealand,16.73,draw,draw,Draw,5.89,FALSE
2010,29,2,Brazil,Ivory  Coast,3,1,1.73,3.48,5.42,Brazil,1.73,Ivory  Coast,5.42,home,favourite,Brazil,1.73,TRUE
2010,30,2,Portugal,North Korea,7,0,1.37,4.48,10.32,Portugal,1.37,North Korea,10.32,home,favourite,Portugal,1.37,TRUE
2010,31,2,Chile,Switzerland,1,0,2.17,3.18,3.67,Chile,2.17,Switzerland,3.67,home,favourite,Chile,2.17,TRUE
2010,32,2,Spain,Honduras,2,0,1.12,8.78,24.25,Spain,1.12,Honduras,24.25,home,favourite,Spain,1.12,TRUE
2010,33,3,Mexico,Uruguay,0,1,3.74,1.96,3.65,Uruguay,3.65,Mexico,3.74,away,favourite,Uruguay,3.65,TRUE
2010,34,3,France,South Africa,1,2,2.09,3.48,3.54,France,2.09,South Africa,3.54,away,outsider,South Africa,3.54,FALSE
2010,35,3,Nigeria,South Korea,2,2,2.93,3.30,2.47,South Korea,2.47,Nigeria,2.93,draw,draw,Draw,3.3,FALSE
2010,36,3,Greece,Argentina,0,2,7.35,4.24,1.48,Argentina,1.48,Greece,7.35,away,favourite,Argentina,1.48,TRUE
2010,37,3,USA,Algeria,1,0,1.87,3.60,4.22,USA,1.87,Algeria,4.22,home,favourite,USA,1.87,TRUE
2010,38,3,Slovenia,England,0,1,8.07,4.31,1.45,England,1.45,Slovenia,8.07,away,favourite,England,1.45,TRUE
2010,39,3,Ghana,Germany,0,1,7.80,4.34,1.45,Germany,1.45,Ghana,7.8,away,favourite,Germany,1.45,TRUE
2010,40,3,Australia,Serbia,2,1,4.46,3.59,1.83,Serbia,1.83,Australia,4.46,home,outsider,Australia,4.46,FALSE
2010,41,3,Slovakia,Italy,3,2,6.97,3.84,1.55,Italy,1.55,Slovakia,6.97,home,outsider,Slovakia,6.97,FALSE
2010,42,3,Paraguay,New Zealand,0,0,1.39,4.48,9.53,Paraguay,1.39,New Zealand,9.53,draw,draw,Draw,4.48,FALSE
2010,43,3,Denmark,Japan,1,3,2.26,3.24,3.37,Denmark,2.26,Japan,3.37,away,outsider,Japan,3.37,FALSE
2010,44,3,Cameroon,Netherlands,1,2,5.53,3.81,1.65,Netherlands,1.65,Cameroon,5.53,away,favourite,Netherlands,1.65,TRUE
2010,45,3,Portugal,Brazil,0,0,3.51,2.92,2.38,Brazil,2.38,Portugal,3.51,draw,draw,Draw,2.92,FALSE
2010,46,3,North Korea,Ivory  Coast,0,3,9.35,4.99,1.35,Ivory  Coast,1.35,North Korea,9.35,away,favourite,Ivory  Coast,1.35,TRUE
2010,47,3,Switzerland,Honduras,0,0,1.55,4.01,6.62,Switzerland,1.55,Honduras,6.62,draw,draw,Draw,4.01,FALSE
2010,48,3,Chile,Spain,1,2,6.89,4.15,1.51,Spain,1.51,Chile,6.89,away,favourite,Spain,1.51,TRUE
2010,49,Round of 16,Uruguay ,South Korea,2,1,1.84,3.33,4.90,Uruguay ,1.84,South Korea,4.9,home,favourite,Uruguay ,1.84,TRUE
2010,50,Round of 16,USA ,Ghana,1,1,2.41,3.10,3.22,USA ,2.41,Ghana,3.22,draw,draw,Draw,3.1,FALSE
2010,51,Round of 16,Germany ,England,4,1,2.96,3.06,2.60,England,2.6,Germany ,2.96,home,outsider,Germany ,2.96,FALSE
2010,52,Round of 16,Argentina ,Mexico,3,1,1.61,3.73,6.24,Argentina ,1.61,Mexico,6.24,home,favourite,Argentina ,1.61,TRUE
2010,53,Round of 16,Netherlands ,Slovakia,2,1,1.39,4.50,9.63,Netherlands ,1.39,Slovakia,9.63,home,favourite,Netherlands ,1.39,TRUE
2010,54,Round of 16,Brazil ,Chile,3,0,1.52,3.82,6.99,Brazil ,1.52,Chile,6.99,home,favourite,Brazil ,1.52,TRUE
2010,55,Round of 16,Paraguay ,Japan,0,0,2.20,3.17,3.60,Paraguay ,2.2,Japan,3.6,draw,draw,Draw,3.17,FALSE
2010,56,Round of 16,Spain ,Portugal,1,0,2.00,3.23,4.19,Spain ,2,Portugal,4.19,home,favourite,Spain ,2,TRUE
2010,57,Quarter Final,Netherlands ,Brazil,2,1,4.10,3.28,2.00,Brazil,2,Netherlands ,4.1,home,outsider,Netherlands ,4.1,FALSE
2010,58,Quarter Final,Uruguay ,Ghana,1,1,1.86,3.37,4.52,Uruguay ,1.86,Ghana,4.52,draw,draw,Draw,3.37,FALSE
2010,59,Quarter Final,Argentina ,Germany,0,4,2.32,3.29,3.19,Argentina ,2.32,Germany,3.19,away,outsider,Germany,3.19,FALSE
2010,60,Quarter Final,Paraguay ,Spain,0,1,9.00,4.27,1.42,Spain,1.42,Paraguay ,9,away,favourite,Spain,1.42,TRUE
2010,61,Semi Final,Uruguay ,Netherlands,2,3,5.68,3.55,1.69,Netherlands,1.69,Uruguay ,5.68,away,favourite,Netherlands,1.69,TRUE
2010,62,Semi Final,Germany ,Spain,0,1,2.81,3.38,2.53,Spain,2.53,Germany ,2.81,away,favourite,Spain,2.53,TRUE
2010,63,Third Place,Uruguay ,Germany,2,3,3.86,3.67,1.93,Germany,1.93,Uruguay ,3.86,away,favourite,Germany,1.93,TRUE
2010,64,Final,Netherlands ,Spain,0,0,3.90,3.38,2.02,Spain,2.02,Netherlands ,3.9,draw,draw,Draw,3.38,FALSE
2014,1,1,Brazil,Croatia,3,1,1.32,5.24,11.94,Brazil,1.32,Croatia,11.94,home,favourite,Brazil,1.32,TRUE
2014,2,1,Mexico,Cameroon,1,0,2.18,3.17,3.81,Mexico,2.18,Cameroon,3.81,home,favourite,Mexico,2.18,TRUE
2014,3,1,Spain,Netherlands,1,5,1.84,3.40,5.16,Spain,1.84,Netherlands,5.16,away,outsider,Netherlands,5.16,FALSE
2014,4,1,Chile,Australia,3,1,1.42,4.53,9.01,Chile,1.42,Australia,9.01,home,favourite,Chile,1.42,TRUE
2014,5,1,Colombia,Greece,3,0,1.86,3.29,5.21,Colombia,1.86,Greece,5.21,home,favourite,Colombia,1.86,TRUE
2014,6,1,Uruguay,Costa Rica,1,3,1.44,4.30,9.03,Uruguay,1.44,Costa Rica,9.03,away,outsider,Costa Rica,9.03,FALSE
2014,7,1,England,Italy,1,2,2.52,2.99,3.29,England,2.52,Italy,3.29,away,outsider,Italy,3.29,FALSE
2014,8,1,Ivory Coast,Japan,2,1,2.71,3.34,2.72,Ivory Coast,2.71,Japan,2.72,home,favourite,Ivory Coast,2.71,TRUE
2014,9,1,Switzerland,Ecuador,2,1,2.44,3.25,3.13,Switzerland,2.44,Ecuador,3.13,home,favourite,Switzerland,2.44,TRUE
2014,10,1,France,Honduras,3,0,1.27,6.09,12.44,France,1.27,Honduras,12.44,home,favourite,France,1.27,TRUE
2014,11,1,Argentina,Bosnia & Herzegovina,2,1,1.31,5.64,10.75,Argentina,1.31,Bosnia & Herzegovina,10.75,home,favourite,Argentina,1.31,TRUE
2014,12,1,Germany,Portugal,4,0,2.10,3.53,3.66,Germany,2.1,Portugal,3.66,home,favourite,Germany,2.1,TRUE
2014,13,1,Iran,Nigeria,0,0,4.86,3.51,1.83,Nigeria,1.83,Iran,4.86,draw,draw,Draw,3.51,FALSE
2014,14,1,Ghana,USA,1,2,2.41,3.46,2.99,Ghana,2.41,USA,2.99,away,outsider,USA,2.99,FALSE
2014,15,1,Belgium,Algeria,2,1,1.33,5.31,10.60,Belgium,1.33,Algeria,10.6,home,favourite,Belgium,1.33,TRUE
2014,16,1,Russia,South Korea,1,1,1.81,3.64,4.72,Russia,1.81,South Korea,4.72,draw,draw,Draw,3.64,FALSE
2014,17,2,Brazil,Mexico,0,0,1.35,5.37,9.38,Brazil,1.35,Mexico,9.38,draw,draw,Draw,5.37,FALSE
2014,18,2,Japan,Greece,0,0,2.41,3.41,3.04,Japan,2.41,Greece,3.04,draw,draw,Draw,3.41,FALSE
2014,19,2,Germany,Ghana,2,2,1.33,5.66,9.37,Germany,1.33,Ghana,9.37,draw,draw,Draw,5.66,FALSE
2014,20,2,USA,Portugal,2,2,4.57,4.17,1.74,Portugal,1.74,USA,4.57,draw,draw,Draw,4.17,FALSE
2014,21,2,Australia,Netherlands,2,3,13.27,6.67,1.23,Netherlands,1.23,Australia,13.27,away,favourite,Netherlands,1.23,TRUE
2014,22,2,Cameroon,Croatia,0,4,5.55,3.95,1.66,Croatia,1.66,Cameroon,5.55,away,favourite,Croatia,1.66,TRUE
2014,23,2,Colombia,Ivory Coast,2,1,2.03,3.56,3.79,Colombia,2.03,Ivory Coast,3.79,home,favourite,Colombia,2.03,TRUE
2014,24,2,Switzerland,France,2,5,4.61,3.54,1.86,France,1.86,Switzerland,4.61,away,favourite,France,1.86,TRUE
2014,25,2,Honduras,Ecuador,1,2,5.77,4.25,1.60,Ecuador,1.6,Honduras,5.77,away,favourite,Ecuador,1.6,TRUE
2014,26,2,Argentina,Iran,1,0,1.14,8.78,21.82,Argentina,1.14,Iran,21.82,home,favourite,Argentina,1.14,TRUE
2014,27,2,Belgium,Russia,1,0,2.23,3.39,3.42,Belgium,2.23,Russia,3.42,home,favourite,Belgium,2.23,TRUE
2014,28,2,Spain,Chile,0,2,1.57,4.52,5.62,Spain,1.57,Chile,5.62,away,outsider,Chile,5.62,FALSE
2014,29,2,Uruguay,England,2,1,3.82,3.84,1.94,England,1.94,Uruguay,3.82,home,outsider,Uruguay,3.82,FALSE
2014,30,2,Italy,Costa Rica,0,1,1.58,4.05,6.53,Italy,1.58,Costa Rica,6.53,away,outsider,Costa Rica,6.53,FALSE
2014,31,2,Nigeria,Bosnia & Herzegovina,1,0,4.31,3.69,1.88,Bosnia & Herzegovina,1.88,Nigeria,4.31,home,outsider,Nigeria,4.31,FALSE
2014,32,2,South Korea,Algeria,2,4,2.51,3.31,2.96,South Korea,2.51,Algeria,2.96,away,outsider,Algeria,2.96,FALSE
2014,33,3,Netherlands,Chile,2,0,2.69,3.56,2.61,Chile,2.61,Netherlands,2.69,home,outsider,Netherlands,2.69,FALSE
2014,34,3,Australia,Spain,0,3,8.04,5.37,1.38,Spain,1.38,Australia,8.04,away,favourite,Spain,1.38,TRUE
2014,35,3,Croatia,Mexico,1,3,2.70,3.51,2.64,Mexico,2.64,Croatia,2.7,away,favourite,Mexico,2.64,TRUE
2014,36,3,Cameroon,Brazil,1,4,22.79,9.67,1.13,Brazil,1.13,Cameroon,22.79,away,favourite,Brazil,1.13,TRUE
2014,37,3,Italy,Uruguay,0,1,2.55,3.52,2.78,Italy,2.55,Uruguay,2.78,away,outsider,Uruguay,2.78,FALSE
2014,38,3,Costa Rica,England,0,0,4.46,4.03,1.78,England,1.78,Costa Rica,4.46,draw,draw,Draw,4.03,FALSE
2014,39,3,Japan,Colombia,1,4,3.52,3.75,2.06,Colombia,2.06,Japan,3.52,away,favourite,Colombia,2.06,TRUE
2014,40,3,Greece,Ivory Coast,2,1,4.06,3.61,1.95,Ivory Coast,1.95,Greece,4.06,home,outsider,Greece,4.06,FALSE
2014,41,3,Nigeria,Argentina,2,3,9.44,4.27,1.44,Argentina,1.44,Nigeria,9.44,away,favourite,Argentina,1.44,TRUE
2014,42,3,Bosnia & Herzegovina,Iran,3,1,2.21,3.58,3.29,Bosnia & Herzegovina,2.21,Iran,3.29,home,favourite,Bosnia & Herzegovina,2.21,TRUE
2014,43,3,Honduras,Switzerland,0,3,7.16,4.51,1.48,Switzerland,1.48,Honduras,7.16,away,favourite,Switzerland,1.48,TRUE
2014,44,3,Ecuador,France,0,0,5.58,4.18,1.62,France,1.62,Ecuador,5.58,draw,draw,Draw,4.18,FALSE
2014,45,3,USA,Germany,0,1,8.31,3.15,1.68,Germany,1.68,USA,8.31,away,favourite,Germany,1.68,TRUE
2014,46,3,Portugal,Ghana,2,1,1.76,4.85,3.81,Portugal,1.76,Ghana,3.81,home,favourite,Portugal,1.76,TRUE
2014,47,3,South Korea,Belgium,0,1,4.70,3.56,1.84,Belgium,1.84,South Korea,4.7,away,favourite,Belgium,1.84,TRUE
2014,48,3,Algeria,Russia,1,1,3.71,3.72,2.01,Russia,2.01,Algeria,3.71,draw,draw,Draw,3.72,FALSE
2014,49,Round of 16,Brazil ,Chile,1,1,1.53,4.52,6.31,Brazil ,1.53,Chile,6.31,draw,draw,Draw,4.52,FALSE
2014,50,Round of 16,Colombia ,Uruguay,2,0,2.13,3.37,3.73,Colombia ,2.13,Uruguay,3.73,home,favourite,Colombia ,2.13,TRUE
2014,51,Round of 16,Netherlands ,Mexico,2,1,2.13,3.38,3.74,Netherlands ,2.13,Mexico,3.74,home,favourite,Netherlands ,2.13,TRUE
2014,52,Round of 16,Costa Rica ,Greece,1,1,2.71,3.08,2.94,Costa Rica ,2.71,Greece,2.94,draw,draw,Draw,3.08,FALSE
2014,53,Round of 16,France ,Nigeria,2,0,1.41,4.66,8.81,France ,1.41,Nigeria,8.81,home,favourite,France ,1.41,TRUE
2014,54,Round of 16,Germany ,Algeria,1,1,1.32,5.66,10.41,Germany ,1.32,Algeria,10.41,draw,draw,Draw,5.66,FALSE
2014,55,Round of 16,Argentina ,Switzerland,0,0,1.57,4.16,6.46,Argentina ,1.57,Switzerland,6.46,draw,draw,Draw,4.16,FALSE
2014,56,Round of 16,Belgium ,USA,1,1,2.02,3.41,4.08,Belgium ,2.02,USA,4.08,draw,draw,Draw,3.41,FALSE
2014,57,Quarter Final,France ,Germany,0,1,2.84,3.15,2.77,Germany,2.77,France ,2.84,away,favourite,Germany,2.77,TRUE
2014,58,Quarter Final,Brazil ,Colombia,2,1,1.77,3.80,4.91,Brazil ,1.77,Colombia,4.91,home,favourite,Brazil ,1.77,TRUE
2014,59,Quarter Final,Argentina ,Belgium,1,0,1.99,3.40,4.24,Argentina ,1.99,Belgium,4.24,home,favourite,Argentina ,1.99,TRUE
2014,60,Quarter Final,Netherlands ,Costa Rica,0,0,1.53,4.16,7.15,Netherlands ,1.53,Costa Rica,7.15,draw,draw,Draw,4.16,FALSE
2014,61,Semi Final,Brazil ,Germany,1,7,2.65,3.21,2.93,Brazil ,2.65,Germany,2.93,away,outsider,Germany,2.93,FALSE
2014,62,Semi Final,Netherlands ,Argentina,0,0,3.07,3.23,2.54,Argentina,2.54,Netherlands ,3.07,draw,draw,Draw,3.23,FALSE
2014,63,Third Place,Brazil ,Netherlands,0,3,2.16,3.71,3.35,Brazil ,2.16,Netherlands,3.35,away,outsider,Netherlands,3.35,FALSE
2014,64,Final,Germany ,Argentina,0,0,2.36,3.29,3.35,Germany ,2.36,Argentina,3.35,draw,draw,Draw,3.29,FALSE
2018,1,1,Russia,Saudi Arabia,5,0,1.40,4.00,9.00,Russia,1.4,Saudi Arabia,9,home,favourite,Russia,1.4,TRUE
2018,2,1,Egypt,Uruguay,0,1,7.00,3.50,1.57,Uruguay,1.57,Egypt,7,away,favourite,Uruguay,1.57,TRUE
2018,3,1,Morocco,Iran,0,1,2.25,2.88,3.75,Morocco,2.25,Iran,3.75,away,outsider,Iran,3.75,FALSE
2018,4,1,Portugal,Spain,3,3,4.33,3.25,1.91,Spain,1.91,Portugal,4.33,draw,draw,Draw,3.25,FALSE
2018,5,1,France,Australia,2,1,1.20,6.00,14.00,France,1.2,Australia,14,home,favourite,France,1.2,TRUE
2018,6,1,Argentina,Iceland,1,1,1.28,4.50,13.00,Argentina,1.28,Iceland,13,draw,draw,Draw,4.5,FALSE
2018,7,1,Peru,Denmark,0,1,3.10,3.10,2.37,Denmark,2.37,Peru,3.1,away,favourite,Denmark,2.37,TRUE
2018,8,1,Croatia,Nigeria,2,0,1.67,3.50,5.50,Croatia,1.67,Nigeria,5.5,home,favourite,Croatia,1.67,TRUE
2018,9,1,Costa Rica,Serbia,0,1,4.50,3.10,1.91,Serbia,1.91,Costa Rica,4.5,away,favourite,Serbia,1.91,TRUE
2018,10,1,Germany,Mexico,0,1,1.40,4.20,7.50,Germany,1.4,Mexico,7.5,away,outsider,Mexico,7.5,FALSE
2018,11,1,Brazil,Switzerland,1,1,1.36,4.50,8.50,Brazil,1.36,Switzerland,8.5,draw,draw,Draw,4.5,FALSE
2018,12,1,Sweden,Korea Republic,1,0,2.00,3.10,4.00,Sweden,2,Korea Republic,4,home,favourite,Sweden,2,TRUE
2018,13,1,Belgium,Panama,3,0,1.14,7.00,23.00,Belgium,1.14,Panama,23,home,favourite,Belgium,1.14,TRUE
2018,14,1,Tunisia,England,1,2,10.00,4.33,1.36,England,1.36,Tunisia,10,away,favourite,England,1.36,TRUE
2018,15,1,Colombia,Japan,1,2,1.67,3.50,5.50,Colombia,1.67,Japan,5.5,away,outsider,Japan,5.5,FALSE
2018,16,1,Poland,Senegal,1,2,2.25,3.10,3.30,Poland,2.25,Senegal,3.3,away,outsider,Senegal,3.3,FALSE
2018,17,2,Russia,Egypt,3,1,2.10,3.10,3.75,Russia,2.1,Egypt,3.75,home,favourite,Russia,2.1,TRUE
2018,18,2,Portugal,Morocco,1,0,1.57,3.75,6.50,Portugal,1.57,Morocco,6.5,home,favourite,Portugal,1.57,TRUE
2018,19,2,Uruguay,Saudi Arabia,1,0,1.14,8.50,20.00,Uruguay,1.14,Saudi Arabia,20,home,favourite,Uruguay,1.14,TRUE
2018,20,2,Iran,Spain,0,1,23.00,8.00,1.14,Spain,1.14,Iran,23,away,favourite,Spain,1.14,TRUE
2018,21,2,Denmark,Australia,1,1,1.83,3.50,4.50,Denmark,1.83,Australia,4.5,draw,draw,Draw,3.5,FALSE
2018,22,2,France,Peru,1,0,1.45,4.33,7.00,France,1.45,Peru,7,home,favourite,France,1.45,TRUE
2018,23,2,Argentina,Croatia,0,3,2.00,3.30,4.00,Argentina,2,Croatia,4,away,outsider,Croatia,4,FALSE
2018,24,2,Brazil,Costa Rica,2,0,1.14,7.00,26.00,Brazil,1.14,Costa Rica,26,home,favourite,Brazil,1.14,TRUE
2018,25,2,Nigeria,Iceland,2,0,2.80,3.10,2.63,Iceland,2.63,Nigeria,2.8,home,outsider,Nigeria,2.8,FALSE
2018,26,2,Serbia,Switzerland,1,2,3.00,3.00,2.50,Switzerland,2.5,Serbia,3,away,favourite,Switzerland,2.5,TRUE
2018,27,2,Belgium,Tunisia,5,2,1.28,5.00,11.00,Belgium,1.28,Tunisia,11,home,favourite,Belgium,1.28,TRUE
2018,28,2,Korea Republic,Mexico,1,2,7.50,4.00,1.50,Mexico,1.5,Korea Republic,7.5,away,favourite,Mexico,1.5,TRUE
2018,29,2,Germany,Sweden,2,1,1.36,4.50,8.50,Germany,1.36,Sweden,8.5,home,favourite,Germany,1.36,TRUE
2018,30,2,England,Panama,6,1,1.17,6.00,21.00,England,1.17,Panama,21,home,favourite,England,1.17,TRUE
2018,31,2,Japan,Senegal,2,2,3.50,3.25,2.10,Senegal,2.1,Japan,3.5,draw,draw,Draw,3.25,FALSE
2018,32,2,Poland,Colombia,0,3,3.20,3.20,2.25,Colombia,2.25,Poland,3.2,away,favourite,Colombia,2.25,TRUE
2018,33,3,Uruguay,Russia,3,0,2.60,2.80,2.88,Uruguay,2.6,Russia,2.88,home,favourite,Uruguay,2.6,TRUE
2018,34,3,Saudi Arabia,Egypt,2,1,4.33,3.40,1.83,Egypt,1.83,Saudi Arabia,4.33,home,outsider,Saudi Arabia,4.33,FALSE
2018,35,3,Iran,Portugal,1,1,6.00,3.50,1.83,Portugal,1.83,Iran,6,draw,draw,Draw,3.5,FALSE
2018,36,3,Spain,Morocco,2,2,1.30,5.00,11.00,Spain,1.3,Morocco,11,draw,draw,Draw,5,FALSE
2018,37,3,Denmark,France,0,0,4.50,2.50,2.25,France,2.25,Denmark,4.5,draw,draw,Draw,2.5,FALSE
2018,38,3,Australia,Peru,0,2,2.75,3.40,2.55,Peru,2.55,Australia,2.75,away,favourite,Peru,2.55,TRUE
2018,39,3,Iceland,Croatia,1,2,3.60,2.80,2.40,Croatia,2.4,Iceland,3.6,away,favourite,Croatia,2.4,TRUE
2018,40,3,Nigeria,Argentina,1,2,7.00,4.33,1.45,Argentina,1.45,Nigeria,7,away,favourite,Argentina,1.45,TRUE
2018,41,3,Mexico,Sweden,0,3,2.25,3.10,3.30,Mexico,2.25,Sweden,3.3,away,outsider,Sweden,3.3,FALSE
2018,42,3,Korea Republic,Germany,2,0,15.00,6.00,1.22,Germany,1.22,Korea Republic,15,home,outsider,Korea Republic,15,FALSE
2018,43,3,Serbia,Brazil,0,2,7.50,4.33,1.45,Brazil,1.45,Serbia,7.5,away,favourite,Brazil,1.45,TRUE
2018,44,3,Switzerland,Costa Rica,2,2,1.67,3.50,5.50,Switzerland,1.67,Costa Rica,5.5,draw,draw,Draw,3.5,FALSE
2018,45,3,Japan,Poland,0,1,3.60,3.30,1.91,Poland,1.91,Japan,3.6,away,favourite,Poland,1.91,TRUE
2018,46,3,Senegal,Colombia,0,1,3.60,3.30,2.00,Colombia,2,Senegal,3.6,away,favourite,Colombia,2,TRUE
2018,47,3,England,Belgium,0,1,3.00,3.30,2.40,Belgium,2.4,England,3,away,favourite,Belgium,2.4,TRUE
2018,48,3,Panama,Tunisia,0,1,3.75,3.40,2.00,Tunisia,2,Panama,3.75,away,favourite,Tunisia,2,TRUE
2018,49,Round of 16,France,Argentina,,,2.40,2.88,3.40,France,2.4,Argentina,3.4,,,,,
2018,50,Round of 16,Uruguay,Portugal,,,2.75,2.88,2.88,Uruguay,2.75,Portugal,2.88,,,,,
2018,51,Round of 16,Spain,Russia,,,1.57,3.75,6.50,Spain,1.57,Russia,6.5,,,,,
2018,52,Round of 16,Croatia,Denmark,,,1.83,3.20,5.00,Croatia,1.83,Denmark,5,,,,,
2018,53,Round of 16,Brazil,Mexico,,,1.50,4.00,7.50,Brazil,1.5,Mexico,7.5,,,,,
2018,54,Round of 16,Belgium,Japan,,,1.36,4.50,9.50,Belgium,1.36,Japan,9.5,,,,,
2018,55,Round of 16,Sweden,Switzerland,,,3.10,2.88,2.63,Switzerland,2.63,Sweden,3.1,,,,,
2018,56,Round of 16,Colombia,England,,,4.00,3.20,2.00,England,2,Colombia,4,,,,,
2018,57,Quarter Final,,,,,,,,,,,,,,,,
2018,58,Quarter Final,,,,,,,,,,,,,,,,
2018,59,Quarter Final,,,,,,,,,,,,,,,,
2018,60,Quarter Final,,,,,,,,,,,,,,,,
2018,61,Semi Final,,,,,,,,,,,,,,,,
2018,62,Semi Final,,,,,,,,,,,,,,,,
2018,63,Third Place,,,,,,,,,,,,,,,,
2018,64,Final,,,,,,,,,,,,,,,,
